ID;Active (0/1);Name *;Categories (x,y,z...);Cost price;Description;Image URLs (x,y,z...)
299;1;Vip Pets, Mini Fans, Salon piękności, zestaw z figurką do stylizacji włosów;Lalki/Mini lalki i zwierzaki;70.49;I Love VIP Pets Mini Ten włos to sztos! Otwórz swój salon w magiczny sposób. Aby zobaczyć zawartość słodkiego serduszka wystarczy, że końcówkę pudełeczka umieścisz w wodzie, blokada zwolni się, dodatkowo na powierzchni pozostanie tęczowy ślad. W pudełki znajdziesz jednego z 12 nowych piesków (Bruna, Luna, Sarah, Lara, Emily, Lily, Chloe, Zoe, Lia, Sophia, Miranda, Amanda). Możesz też trafić na jednego wyjątkowego (Coco). Wszystkie postacie należą do fanklubu VIP Pets. Zabawę uzupełnią nowe, spersonalizowane akcesoria, które pozwolą stworzyć najbardziej wymyślne fryzury, wśród nich:  lokówka, grzebyk, opaska, gumki, spinki czy pasma włosów. Dodatkowo dzięki załączonym naklejkom przystroisz swój salon/pudełko. Każdy z piesków ma około 7 cm wysokości, a ich włosy są długie na 20 cm. Jakość - Każda figurka z serii, cechuje się starannym wykonaniem oraz precyzyjnie dopracowanymi szczegółami. VIP Pets Mini zachwycają jakością długich włosów, kolorami oraz fantazyjną formą opakowania. Bezpieczeństwo - Wszystkie akcesoria z zestawów VIP Pets Mini są całkowicie bezpieczne. Zabawki są przeznaczone dla dzieci powyżej 3 roku życia. Wygląd - Każdy z piesków posiada swoją psią idolkę VIP Pets, indywidualny styl oraz kolorystykę. Opakowanie w kształcie serca zawiera:  Jedną z 12 psich postaci (może się też trafić wyjątkowa:  Coco). Spersonalizowane akcesoria do tworzenia fryzur, dedykowane każdej figurce. Naklejki, którymi można upiększyć pudełeczko/salon. Wymiary opakowania:  10x14x5 cm. Uwaga:  produkt wysyłany losowo.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/vip-pets-mini-fans-salon-pieknosci-zestaw-z-figurka-do-stylizacji-wlosow-7022000.jpg
301;1;Mega Creative, Restauracja, domek z akcesoriami;Lalki/Domki dla lalek;232.0;Składany domek restauracja dla Misiów z serii Mini Town od Mega Creative to podstawowy element zabawy dla każdej młodej damy. Bez wątpienia, Twoją pociechę czeka wiele wspaniałych chwil podczas przyrządzania dań i podawania ich Misiowym gościom. Zalety produktu:  restauracja posiad ruchome elementy-otwierane drzwi i okna, posiada efekty dźwiękowe oraz świetlne, flokowane Misie posiadają ruchomą głowę, ręce oraz nogi. Zawartość zestawu:  domek restauracja, stoły, krzesła, parasol, grill, lodówka, 4 figurki misiów. Informacje dodatkowe:  zestaw wykonany z plastiku. wymiary produktu dł.xwys.xgł. cm:  19x23x17. wymiary opakowania dł.xwys.xgł. cm:  47x27x17. waga produktu bez opakowania kg:  0,80 kg. waga produktu w opakowaniu kg:  1,08 kg. wymaga zasilania bateriami 3xAG13- załączono do zestawu. zestaw przeznaczony dla dzieci w wieku:  3. pakowany w kartonik z okienkiem.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-restauracja-domek-z-akcesoriami-7339159.jpg
302;1;Artyk, Natalia, pieluszki dla lalek;Lalki/Akcesoria dla lalek;16.99;Zestaw akcesoriów dla lalek. Dodatkowe informacje:  Nr katalogowy:  121531   Marka:  Natalia Rodzaj:  Butelki Rodzaj:  Pieluszki Rodzaj:  Smoczki Wymagania wiekowe:  od 3 lat Płeć:  Dziewczynki Produkt na baterie:  Nie Baterie w zestawie:  Nie Kolor:  Biały Kolor:  Różowy Kolor:  Żółty Kolor:  Wzór Akcesoria w zestawie:  Pieluszka  Butelka ze znikającym płynem 8 cm  Smoczek  Sztućce   Wymiary opakowania:  18.5 x 26 x 4 cm  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/artyk-natalia-pieluszki-dla-lalek-6986342.jpg
303;1;Gazelo, lalka z wanną i akcesoriami;Lalki/Interaktywne;116.99;Lala, którą możesz wykąpać w wanience. Zestaw zawiera lalkę wraz z akcesoriami takimi jak:  toaleta, wanna oraz przybory toaletowe. Baterie:  6 x 1,5V AA (brak w zestawie). Wymiary:  49 x 28 x 19 cm.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/gazelo-lalka-z-wanna-i-akcesoriami-6822071.jpg
304;1;Plan Toys, Barwy sadu, mebelki dla lalek, kuchnia;Lalki/Meble dla lalek;127.99;Starannie wykonany drewniany komplet mebelków do domku dla lalek. Zestaw zawiera kuchenkę z piekarnikiem, czajnik, toster, szafkę z blatem, otwieraną lodówkę z zamrażalnikiem oraz zlewozmywak z szafką. Wymiary produktu:  5,0x5,0x14,8 cm.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/plan-toys-barwy-sadu-mebelki-dla-lalek-kuchnia-6931853.jpg
305;1;Adar, lalka interaktywna z polskim dźwiękiem, 35 cm;Lalki/Interaktywne;76.49;Lalka bobas 35 cm. Zapakowana w ładne, różowe, prezentowe pudełko. Lalka śpiewa i mówi po polsku. Ubrana w dresik, kamizelkę, czapkę i skarpetki. Zabawka wymaga użycia baterii 3xLR44 (załączono, wyciągnąć zawleczkę) Wiek 3+.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/adar-lalka-interaktywna-z-polskim-dzwiekiem-35-cm-6800517.jpg
306;1;Barbie, Cutie Reveal, lalka panda z akcesoriami;Lalki/Lalki celebrytki;149.99;Barbie Cutie Reveal - oto Twoja ulubiona lalka w uroczym zwierzęcym przebraniu! Odkrywaj niespodzianki i baw się w najlepsze! Zabawa rozpoczyna się od rozpakowania. W środku znajdziesz lalkę, mięciutkie pluszowe zwierzątko oraz 10 niespodzianek. Lalka posiada punkty artykulacji dla jeszcze lepszej zabawy. Ubrana jest uroczy kostium. Kolorowe włosy oraz ładne detale urozmaicają zabawę. Wśród niespodzianek znajdziesz:  spódniczkę, buciki, grzebień, opaskę i zwierzątko! Kostium lalki jest dwustronny. Głowa kostiumu zamienia się w miejsce do spania dla zwierzątka. Funkcja zmiany koloru - użyj zimnej wody, by dokonać zmiany wyglądu Barbie i jej przyjaciela! Ciepła woda odwraca ten efekt. Można powtarzać w nieskończoność! Informacje dodatkowe:  Lalka nie stoi samodzielnie. Kolory i zdobienia mogą się różnić. Niespodzianki w tubie są losowe. Wiek dziecka:  od 3 lat.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-cutie-reveal-lalka-panda-z-akcesoriami-7124890.jpg
307;1;Mega Creative, zamek z akcesoriami, zabawka ze światłem i dźwiękiem;Lalki/Domki dla lalek;100.99;Duży, składany zamek dla lalek Mega Creative to podstawowy element zabawy dla każdej młodej damy. Bez wątpienia, Twoją pociechę czeka wiele wspaniałych chwil podczas urządzania wnętrza czy zabawy w królewski dwór. Zawartość zestawu:  zamek, 3xfigurki, samochodzik, mebelki do salonu i sypialni. Zalety produktu:  Posiada efekty dźwiękowe oraz świetlne. Posiada ruchome okna oraz drzwi. Informacje dodatkowe:  Wymiary produktu dł.xwys.xgł. cm:  21x20x14. Wymiary opakowania dł.xwys.xgł. cm:  66x34x8. Waga produktu bez opakowania kg:  0,54 kg. Waga produktu z opakowaniem kg:  0,94 kg. Wymaga zasilania bateriami 3x LR44 - nie załączono do zestawu. Produkt przeznaczony dla dzieci w wieku:  3.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/static/products/covers/default_390.jpg
308;1;Rainbow High, Salon piękności, zestaw do zabawy;Lalki/Akcesoria dla lalek;186.99;Legenda głosi, że na końcu tęczy znajduje się garnek złota. Ale prawda jest taka, że to coś jeszcze bardziej niesamowitego. Tylko nieliczni, którzy znają się na modzie, mogą podążać za tęczą do Rainbow High, kolorowej szkoły mody, w której każdy uczy się pokazywać swoje prawdziwe kolory. Salon Rainbow High zawiera zmywalne pianki do farbowania włosów dla Ciebie i Twojej lalki. Wspaniały, tęczowy zlew w salonie to prawdziwe stanowisko do mycia włosów, które rozpyla wodę! Nadaj włosom tęczową metamorfozę za pomocą pięknej tęczowej pianki do włosów. Zmieszaj kolor z dołączonych butelek i pianki w proszku z wodą z prawdziwego, działającego zlewu, aby stworzyć tęczową piankę do włosów. Użyj dołączonej szczotki, aby nadać włosom lalek odważny kolor! W zestawie znajduje się także brokat do włosów, który dodaje blasku tęczowym włosom. Kiedy skończysz, kolor można łatwo zmyć, więc możesz spłukać i powtórzyć, aby raz po raz stworzyć tęczowy wygląd. Zestaw zawiera:   działający zlew salonowy tęczowy,  krzesło salonowe,  5 butelek z aktywatorem pianki,  5 pudrów piankowych,  1 brokat do włosów,  1 pędzel do farbowania,  1 łyżka,  1 miska,  1 szczotka do włosów. Lalka sprzedawana oddzielnie.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-salon-pieknosci-zestaw-do-zabawy-6737979.jpg
309;1;L.O.L. Surprise, O.M.G., Swag, laleczka modowa;Lalki/Lalki celebrytki;139.99;Laleczki L.O.L. Surprise O.M.G. powracają! Jak zawsze w pięknym i modnym stylu! Swag to prawdziwa artystka. Sama pisze teksty do swoich piosenek. Jest ma świetną osobowość, dzięki której jest kochana przez wszystkich. Lubi pokazywać inny punkt widzenia w swoich piosenkach. Jest starszą stostroą supergwiazdy L.O.L. Surprisww MC Swag. Jak wszystkie laleczki, L.O.L. Surprise O.M.G mają oszałamiające rysy twarzy, piękne włosy, a do tego wspaniały streetwearowy styl. Mają kilka punktów artykulacji co pozwala na ustawianie laleczek w przeróżnych pozach, a także ułatwiają przebieranie lalek. W opakowaniu czeka aż 11 niespodzianek do odkrycia! Sprawdź sama co kryje Twoja Swag! W zestawie:   modna lalka L.O.L. Surprise O.M.G. Swag,  ubrania,  buty,  akcesoria,  szczotka do włosów,  stojak na lalkę Zbierz całą kolekcję Series 1:  Swag, Royal B, Lady Diva oraz Neonlicious.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-omg-swag-laleczka-modowa-7134472.jpg
310;1;My Little Pony, Sunny Starscout, kucyk z akcesoriami;Lalki/Mini lalki i zwierzaki;84.49;Kucyk Sunny Starscout od My Little Pony promienieje dzięki swojej nowej tęczowej fryzurze! W zestawie mnóstwo dodatków i akcesoriów do stylizacji oraz odgrywania scen. Zapleć włosy kucykowi, by ujrzeć wszystkie kolory tęczy i dodaj ozdoby, by odtworzyć ulubione momenty z filmu. Akcesoriów można również użyć na własnych włosach, a także wykonać kolorowe zmywalne tatuaże Cutie Marks. Figurka ma również długie włosy idealne do stylizowania. Wiek dziecka:  od 5 lat.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/my-little-pony-sunny-starscout-kucyk-z-akcesoriami-6875248.jpg
311;1;Plan Toys, Barwy sadu, mebelki dla lalek, salon;Lalki/Meble dla lalek;127.99;Starannie wykonane drewniane mebelki do domu dla lalek. W zestawie znajduje się:  stolik, dwa fotele, szafka po telewizor, telewizor, lampa oraz sofa. Zabawka przeznaczona dla dzieci 3+ Wymiar produktu:  5,0x12,9x6,0 cm.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/plan-toys-barwy-sadu-mebelki-dla-lalek-salon-6931850.jpg
312;1;Polly Pocket, Modna mobilna lodziarnia, zestaw z laleczkami i akcesoriami;Lalki/Mini lalki i zwierzaki;99.99;"Zestaw Modna mobilna lodziarnia Polly Pocket zawiera uroczą furgonetkę z lodami i ponad 18 elementów do zabawy, takich jak lalki Polly i Shani (7,5 cm), figurka pieska, ""przysmaki"", ubranka i akcesoria. Polly i Shani są gotowe na smakowitą zabawę modą w swojej ciężarówce z lodami, która ma obracające się kółka, otwierane boczne drzwi, a na dachu uroczy rożek lodowy - jest też zjeżdżalnią. Drzwi pojazdu się otwierają, aby można było bawić się z pieskiem, ""przysmakami"", ubrankami i akcesoriami. Serwuj pyszne słodkości w wielkim stylu dzięki ubrankom i akcesoriom, które można dowolnie łączyć, aby tworzyć wciąż nowe stylizacje. Kolory i elementy dekoracyjne mogą się różnić. Wspaniały prezent dla dzieci od 4 roku życia, zwłaszcza tych, które uwielbiają modę i spędzanie czasu z przyjaciółmi i lodowe przysmaki!  ";https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/polly-pocket-modna-mobilna-lodziarnia-zestaw-z-laleczkami-i-akcesoriami-7236722.jpg
313;1;Simba, New Born Baby, zestaw bucików dla lalki;Lalki/Akcesoria dla lalek;24.49;Zestaw 3 par butów materiałowych (1x kozaki, 2x baleriny) w modnych kolorach i tkaninach. Są łatwe w użytkowaniu i zakładaniu. Idealne dla lalek o wysokości 30-43 cm. Dodatkowe informacje:  Marka:  New Born Baby Rodzaj:  Buciki Wymagania wiekowe:  od 3 lat Płeć:  Dziewczynki Akcesoria w zestawie: Kozaki 2 x baleriny  Wymiary opakowania:  2,5 x 12 x 15 cm  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/simba-new-born-baby-zestaw-bucikow-dla-lalki-7134354.jpg
314;1;Dromader, Agusia, lalka interaktywna, mówi, akcesoria, 30 cm;Lalki/Interaktywne;86.49; Lalka Agusia 30 cm.  Dziewczynka ubrana w różowy kombinezon w kropki z niebieską falbanką, na główce ma piękną kokardę.  Do zestawu dołączona butelka, pieluszka, miseczka, widelczyk i łyżeczka.  Lalka wykonana z wysokiej jakości materiałów.  Lalka z dźwiękiem, umie mówić.  Zabawka wymaga użycia baterii 3xLR44 (dołączono).  Wiek 3+  Zestaw w ładnym, prezentowym opakowaniu o wymiarach 32x12x29 cm.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/dromader-agusia-lalka-interaktywna-mowi-akcesoria-30-cm-6718781.jpg
315;1;Mega Creative, domek dla lalek z akcesoriami, zabawka ze światłem;Lalki/Domki dla lalek;244.0;Domek posiada ruchome elementy ruchome drzwi wejściowe i balkonowe, efekty świetlne, składa się z dwóch pięter plus tarasu widokowego który umieszczony jest na dachu domku. Dodatkową atrakcją są światełka nad drzwiami wejściowymi i balkonowymi, które pięknie podkreślą klimat tego wspaniałego domku .Domek dla lalek Mega Creative to podstawowy element zabawy dla każdej młodej damy. Bez wątpienia, Twoją pociechę czeka wiele wspaniałych chwil podczas urządzania wnętrza czy zabawy w dom. Zawartość zestawu:  domek, 4x mała lalka:  Mama, Tata, dzieci, mebelki do sypialni, kuchni, łazienki oraz mebelki tarasowe, mały zestaw do sprzątania:  wiaderko-mop, zmiotki, łopatka. Zestaw wykonany z plastiku. Wszystkie produkty są imitacją prawdziwych . Wymiary produktu:  dł.xwys.xgł. cm:  domek 34x36x18. Wymiary opakowania dł.xwys.xgł. cm:  36x38x20. Waga produktu bez opakowania kg:  1,30 kg. Waga produktu w opakowaniu kg:  1,64 kg. Wymaga zasilania bateriami-3x AG13 załączonymi do zestawu. Przeznaczony dla dzieci w wieku:  3.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-domek-dla-lalek-z-akcesoriami-zabawka-ze-swiatlem-7338583.jpg
316;1;Plan Toys, Barwy sadu, mebelki dla lalek, pokój dziecięcy;Lalki/Meble dla lalek;127.99;Starannie wykonane drewniane mebelki do domu dla lalek. W zestawie znajduje się:  łóżko piętrowe, które może być także dwoma oddzielnymi łóżkami, krzesło oraz biurko. Zabawka przeznaczona dla dzieci 3+ Wymiary produktu:  7,0x14,0x14,0 cm.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/plan-toys-barwy-sadu-mebelki-dla-lalek-pokoj-dzieciecy-6931848.jpg
317;1;Mega Creative, domek z akcesoriami, zabawka ze światłem i dźwiękiem;Lalki/Domki dla lalek;234.0;Składany domek dla Misiów z serii Mini Town od Mega Creative to podstawowy element zabawy dla każdej młodej damy. Bez wątpienia, Twoją pociechę czeka wiele wspaniałych chwil podczas urządzania wnętrza czy zabawy w dom Misiów. Zawartość zestawu:  domek, mebelki, 4 figurki misiów. Zestaw wykonany z plastiku. Wymiary produktu:  dł.xwys.xgł. cm:  27x22x16. Wymiary opakowania dł.xwys.xgł. cm:  55x28x19. Waga produktu bez opakowania kg:  0,45 kg. Waga produktu w opakowaniu kg:  1,31 kg. Wymaga zasilania bateriami 3xAG13- załączono do zestawu. Zestaw przeznaczony dla dzieci w wieku:  3. Zalety produktu:  Duży, dwupoziomowy domek, Posiada ruchome elementy, Posiada efekty dźwiękowe oraz świetlne, Misie posiadają ruchomą głowę, ręce oraz nogi.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-domek-z-akcesoriami-zabawka-ze-swiatlem-i-dzwiekiem-7338806.jpg
318;1;Mega Creative, meble z akcesoriami, sypialnia;Lalki/Meble dla lalek;61.99;Niezbędny Zestaw Mebli do sypialni Mega Creative do domku dla lalek. Oprócz świetnej zabawy, pomogą rozwinąć umysł dziecka! Zestaw zawiera:  łóżko piętrowe z drabinką, pościel, stolik, 2 krzesła, czajniczek na herbatę oraz 2 filiżanki. Dodatkowo do zestawu dołączona jest mała laleczka. Zestaw wykonany z plastiku oraz tkaniny. Przeznaczone dla dzieci w wieku:  3+. Wymiary opakowania (dł. x wys. x gł.) cm:  46x20x16.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-meble-z-akcesoriami-sypialnia-6586456.png
319;1;Baletnica, lalka interaktywna, 45 cm;Lalki/Interaktywne;159.99; Lalka dziewczynka 45 cm zapakowana w ozdobne pudełko.  Lala ma szyte włosy, śpiewa i mówi po polsku.  Ubrana w różową, balową spódniczkę, ciepłą bluzę, czapkę z kwiatkiem i skarpetki.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/baletnica-lalka-interaktywna-45-cm-6633077.jpg
320;1;Barbie, Tęczowa przemiana, lalka syrenka;Lalki/Lalki celebrytki;103.99;Oto lalka Barbie Dreamtopia Syrenka Tęczowa Przemiana - z nią zanurzysz się w kolorowym, bajkowym świecie! Funkcja zmiany koloru pobudza wyobraźnię dziewczynek i zachęca do jeszcze lepszej zabawy. Lalka ma we włosach tiarę, a do tego wielobarwny ogon i top z akcentami inspirowanymi morzem. Czas na magiczną zmianę kolorów - zanurz lalkę syrenkę Barbie w ciepłej wodzie i obserwuj, jak jej włosy, top i ogon natychmiast zmieniają kolory, ukazując całą tęczę pięknych pastelowych barw! Zanurz Barbie syrenkę w lodowatej wodzie, a kolory wrócą do pierwotnej wersji. Kolorową transformację możesz powtarzać bez końca! Informacje dodatkowe:  Lalka nie stoi i nie pływa samodzielnie. Kolory i elementy dekoracyjne mogą się różnić. Wiek dziecka:  od 3 lat.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-teczowa-przemiana-lalka-syrenka-6858042.jpg
321;1;L.O.L. Surprise, Tweens Doll, Aya Cherry, laleczka modowa;Lalki/Mini lalki i zwierzaki;79.99;Przedstawiamy drugą serię laleczek L.O.L. Surprise Tweens! Te laleczki są PO-MIĘ-DZY, dokładnie tam, gdzie chcą. Pełne niespodzianek i świetnego stylu. Uważaj świecie, bo nadchodzą! Tweens to laleczki o niestandardowym rozmiarze:  pomiędzy (Be-Tweens), standardowymi lalkami L.O.L, a lalkami modowymi O.M.G. Laleczka L.O.L. Surprise Tweens jest częścią wielkiej rodziny L.O.L., jest starszą siostrą L.O.L. i młodszą siostrą O.M.G. Aya Cherry to komiksy i gry wideo! Uwielbia spotykać się ze swoimi szkolnymi przyjaciółmi! Laleczka ma oszałamiające rysy twarzy i stylowo ułożone włosy, a także potrafi robić mnóstwo póz. Poza tym jest starszą siostrą L.O.L. Surprise Fanime. Poza wyjątkowym, uroczym stylem, modą i dodatkami, Aya Cherry ma również papierowy „dziennik”, który mówi trochę więcej o niej i jej osobowości. Opakowanie skrywa 15 niespodzianek, które tworzą unikatowy styl swojej laleczki, m.in. modne ubrania, pudełko na kapelusze, torebkę itp. Opakowania po niespodziankach są wielokrotnego użytku i dzięki nim stworzysz przytulną sypialnię dla swojej laleczki. W zestawie znajdziesz także pamiętnik laleczki, z którego dowiesz się więcej o jej charakterze i osobowości. Zestaw zawiera:   lalkę modową L.O.L. Surprise Tweens - Aya Cherry,  modne ciuchy,  buty,  akcesoria,  szczotkę do włosów,  torbę na ubrania,  wieszak,  stojak na lalkę,  pamiętnik. Serię 2 L.O.L. Surprise Tweens tworzą 4 niepowtarzalne postacie:  Goldie Twist, Aya Cherry, Gracie Skates oraz Lexi Gurl! Zbierz całą kolekcję L.O.L Surprise Tweens Series 1 i 2!  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-tweens-doll-aya-cherry-laleczka-modowa-7161849.jpg
322;1;Baby Born, ubranko pajacyk dla laki, 43 cm, 1 szt.;Lalki/Akcesoria dla lalek;49.99;Ubranko pajacyk dla lalki o wymiarach 43 cm. Świetne rozszerzenie zabawy. Marka:  Baby Born Rodzaj:  Ubranka Wymagania wiekowe:  od 3 lat Uwaga! Produkt wysyłany losowo.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/baby-born-ubranko-pajacyk-dla-laki-43-cm-1-szt-6637467.jpg
323;1;Mega Creative, zamek z akcesoriami;Lalki/Domki dla lalek;92.49;Posiada ruchome okna oraz drzwi. Duży, składany zamek dla lalek Mega Creative to podstawowy element zabawy dla każdej młodej damy. Bez wątpienia, Twoją pociechę czeka wiele wspaniałych chwil podczas urządzania wnętrza czy zabawy w królewski dwór. Zawartość zestawu:  zamek, 1xfigurka Księżniczki, karoca konik, mebelki do salonu i sypialni. Całość wykonana z plastiku. Zamek występuje w dwóch wersjach. Wymiary produktu dł.xwys.xgł. cm:  zamek 25x24x7. Wymiary opakowania dł.xwys.xgł. cm:  51x28x8. Waga produktu bez opakowania kg:  0,40 kg. Waga produktu z opakowaniem kg:  0,70 kg. Nie wymaga zasilania bateriami. Produkt przeznaczony dla dzieci w wieku:  3.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-zamek-z-akcesoriami-7338497.jpg
324;1;Polly Pocket, Przygody zwierzątek - Domek na drzewie, zestaw z laleczkami i akcesoriami;Lalki/Mini lalki i zwierzaki;220.0;"Ogromny zestaw Polly Pocket Pollyville Przygody zwierzątek - Domek na drzewie jest pełen dynamicznej zabawy dla zwierzątek. Możesz bawić się ze zwierzątkami na aż 5 poziomach. Specjalna funkcja pozwala też powiększyć obszar zabawy - przejedź łabędziowym pojazdem po progu zwalniającym. Przejedź po drugim progu zwalniającym, aby rozłożyć wodospadową zjeżdżalnię. Na każdym poziomie znajdziesz świetne kryjówki i niezwykłe niespodzianki, a do tego 2 mikrolalki, 4 urocze figurki zwierzątek, 9 akcesoriów i 1 łabędziowy pojazd. Na 5 poziomach są:  platforma z tyrolką, tor przeszkód dla zwierzątek, obszar do karmienia i odpoczynku dla zwierzątek, sypialnia z łazienką i toaletą, liskowa altanka z miejscem do jedzenia oraz przekręcany punkt obserwacyjny na czubku drzewa. Odkrywaj niespodzianki i obszary zabawy, takie jak ukryta zjeżdżalnia w psiej budzie, ścianka wspinaczkowa, króliczkowy balon do ""latania"", rozsuwana wodospadowa zjeżdżalnia, huśtawka w kształcie koszyczka i sekretne miejsce do przechowywania na czubku drzewa. Dzieci pokochają dynamiczną zabawę ze zwierzątkami, niespodzianki i nieograniczone możliwości zabawy. Kolory i elementy dekoracyjne mogą się różnić. Wspaniały prezent dla dzieci od 4 roku życia, zwłaszcza tych, które uwielbiają przygody, zwierzęta i opiekę nad nimi!  ";https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/polly-pocket-przygody-zwierzatek---domek-na-drzewie-zestaw-z-laleczkami-i-akcesoriami-7236723.jpg
325;1;Anek dla Dzieci, ubranka dla lalki;Lalki/Akcesoria dla lalek;24.49;Zestaw ubranek w sztywnej folii na blistrze. Każde ubranko wisi manekinie! Dodatkowo zestaw zawiera modne dodatki dopełniające szykowny strój dla lalki. Mając taki zestaw mała opiekunka będzie przebierać swoje lale. Starannie uszyte ubranko długo posłuży małej opiekunce i jej podopiecznym. Różne struktury materiałów zapewnią zróżnicowane doznania podczas zabawy. Ubranko dla lalki idealnie sprawdzi się w garderobie dla małej opiekunki. Poddaje się podczas zakładania go na lalkę. Dziewczynki lubią bawić się pięknymi lalkami, jednak aby zabawa była w pełni udana potrzeba kolorowych ciuchów aby móc jeszcze bardziej upiększać swoje lale. Specyfikacja:  Wymiary pudełka:  25 x 33 x 3 cm. Zabawka przeznaczona dla dzieci od 3 roku życia.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/anek-dla-dzieci-ubranka-dla-lalki-6807538.jpg
326;1;Bayer Design, Piccolina, lalka interaktywna z akcesoriami, 42 cm;Lalki/Interaktywne;258.0;Piccolina Love to 42-centymetrowa lalka z akcesoriami. Jeśli naciśniesz prawą rękę usłyszysz słodkie dźwięki dziecka. W tym samym czasie lalka będzie pięknie mrugać oczami. Jeśli lekko ściśniesz lewą rękę zamknie oczy i uśnie. Naciśnij ponownie jej lewą rękę, a radośnie się obudzi. Podczas karmienia porusza ustami i mlaska. Jeśli jest wypełniona wodą wystarczy nacisnąć jej brzuszek, a ona sika na nocnik. Piccolina Love śmieje się i chichocze. Funkcje lalki oferują możliwości dwóch trybów gry. W każdym trybie odtwarzania słychać różne dźwięki dziecka (tryb odtwarzania 1:  dźwięki dziecka bez płaczu - tryb odtwarzania 2:  dźwięki dziecka. Wymiary (cm):  42 x 18 x 11. W zestawie:  lalka, nocnik, smoczek z łańcuchem, fiolki, skarpetki, bransoletka, świadectwo urodzenia.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/deluxe-collection-piccolina-lalka-interaktywna-z-akcesoriami-42-cm-6568517.jpg
327;1;Goki, pokój dziecięcy do domku dla lalek;Lalki/Meble dla lalek;76.99; Drewniana zabawka - zwierzątko do pchania.  Zabawka rozwija koordynację ruchową, uczy rozpoznawania zwierząt i kolorów.  Największą radość sprawia dzieciom pomiędzy 1. a 2. rokiem życia  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/goki-pokoj-dzieciecy-do-domku-dla-lalek-6508197.jpg
328;1;Mega Creative, zamek z wyposażeniem;Lalki/Domki dla lalek;93.99;Zamek księżniczki będzie idealnym wypełniaczem czasu podczas zabawy dla każdej małej dziewczynki, marzącej by zostać księżniczką. Zawartość zestawu:  zamek, lalka, karoca koń, figurka Księżniczki, mebelki do salonu. Zalety produktu:  Rozwija kreatywność dziecka, Zamek posiada otwierane drzwi, Występuje w dwóch wersjach kolorystycznych. Informacje dodatkowe:  Całość wykonana z plastiku. Wymiary produktu:  dł.xwys.xgł. cm:  zamek 17x21x10. Wymiary opakowania dł.xwys.xgł. cm:  43x26x12. Waga produktu bez opakowania kg:  0,07 kg. Waga produktu w opakowaniu kg:  0,68 kg. Nie wymaga zasilania bateriami. Zabawka przeznaczona dla dzieci w wieku:  3.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-zamek-z-wyposazeniem-7338496.jpg
