ID;Active (0/1);Name *;Categories (x,y,z...);Cost price;Description;Image URLs (x,y,z...)
100;1;Barbie, Extra Moda, lalka ze zwierzątkiem nr 13;Lalki/Lalki celebrytki;69.99;Lalki Barbie Extra prezentują unikalny i odważny styl w modnych strojach o wyrazistych kolorach. Każda lalka Barbie ma własną wyjątkową stylizację. W każdym zestawie znajduje się także inna figurka zwierzątka - wszystkie wyglądają bardzo uroczo i modnie. Linia Barbie Extra umożliwia dzieciom wyrażanie siebie poprzez eksperymentowanie ze stylem i ekscytującą zabawę w stylizację lalek, które można ustawiać w różnych pozach. Te lalki są gotowe na modową przygodę z brokatem, żelkami, emotkami i niesamowitymi fryzurami - robią wrażenie, gdziekolwiek się pojawią. Lalki nie stoją samodzielnie. Kolory i elementy dekoracyjne mogą się różnić. Wiek dziecka:  od 3 lat.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-ze-zwierzatkiem-13-7106853.jpg
101;1;Barbie, Extra Moda, lalka z akcesoriami, nr 17;Lalki/Lalki celebrytki;99.99;Lalki Barbie Extra prezentują unikalny i odważny EKSTRA styl w modnych strojach o wyrazistych kolorach.  Lalki Barbie Extra uwielbiają zabawę z modą, mają więc dodatkowe akcesoria, w tym ubranka, dodatki, zwierzątko i akcesoria dla zwierzątka. Lalka posiada kubek na kawę oraz torebkę w kształcie kawałka tortu. Barbie ubrana jest oryginalny strój ze wzorem w panterkę. Towarzyszy jej piesek. Kolory i elementy dekoracyjne mogą się różnić. Lalki Barbie Extra to świetny prezent dla dzieci w wieku od 3 do 10 lat, zwłaszcza tych, które uwielbiają zadawać szyku.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-z-akcesoriami-17-7276353.jpg
102;1;Enchantimals, Rodzina Ottavia Otter - Wydry, zestaw z lalkami i zwierzątkami;Lalki/Lalki celebrytki;89.99;Zestaw Enchantimals z lalkami rodzinką wyderek z kolekcji Podwodne Królestwo. Zestaw zawiera 3 lalki, 3 figurki zwierzątek, opakowanie masy do zabawy i 5 akcesoriów. Lalka Ottavia Otter (15 cm) ma dwie małe siostrzyczki (każda lalka po 10 cm), aby można było odgrywać rodzinną więź. Rodzinkę Enchantimals dopełniają 3 urocze wyderki. Za pomocą masy do zabawy i foremek można budować zamki z piasku i inne kształty. 6 bohaterów ze świata Enchantimals zapewnia mnóstwo inspiracji do wymyślania własnych przygód! Wiek dziecka:  od 3 lat.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-rodzina-ottavia-otter---wydry-zestaw-z-lalkami-i-zwierzatkami-7120934.jpg
103;1;Baby Born, kask rowerowy dla lalki, 43 cm;Lalki/Akcesoria dla lalek;48.49;Wow! Jakaś strzała przemknęła tuż obok. To, zdaje się, BABY born w swoim szałowym kasku rowerowym. Srebrne okrycie głowy zapewnia bezpieczeństwo i pięknie mieni się w słońcu. Wystarczy zapiąć pasek pod brodą - kask wówczas nie będzie się zsuwał - i ruszamy w drogę! Jej Braciszek i Siostrzyczka także wkładają kaski na głowę - właśnie wybierają się na wrotki. Wysokiej jakości akcesoria do oryginalnych lalek BABY born. Dla ciekawszej, różnorodnej i niekończącej się zabawy. Prosta konstrukcja sprawia, że ubieranie i rozbieranie jest dziecinnie łatwe. Kask rowerowy BABY born 43 cm. Dodatkowe informacje:  Wymagania wiekowe:  od 3 lat Płeć:  Dziewczynki Kolor:  Szary Kolor:  Żółty Wymiary opakowania:  15 x 9.5 x 19 cm    ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/baby-born-kask-rowerowy-dla-lalki-43-cm-7022648.jpg
104;1;"Wizarding World, Harry Potter, Snape, lalka 3""";Lalki/Mini lalki i zwierzaki;23.53;3-calowa laleczka ze świata Harrego Pottera - Snape. Wyobraź sobie, że dołączasz do swojej ulubionej postaci z Harry'ego Pottera, dzięki małym laleczkom Wizarding World Magical Minis. Młode czarodziejki, czarodzieje i mugole mogą odtwarzać ulubione sceny z tymi zabawkami do kolekcjonowania ze świata Harry'ego Pottera. Od mundurka Harry'ego z Howartu i szalika Gryffindoru, po szatę i brodę Dumbledore'a, każda 3-calkowa lalka Magical Minis jest wykonana bardzo szczegółowo i ożywia ukochanych bohaterów. Poruszaj głową oraz ramionami swojej postaci, udając, że rzucasz zaklęcia i odgrywaj ulubione sceny. Przemierzaj sale zamku Hogwart i usadź swoją figurkę przy stole w Wielkiej Sali (zamek sprzedawany osobno)! Lewituj piórami i zapalaj ogień pod kociołkami dzięki zestawom Magical Minis (każdy sprzedawany osobno)! Te kolekcjonerskie zabawki Magical Minis to doskonały sposób na pobudzenie wyobraźni. Zbierz Harry'ego, Hermionę, Dumbledore'a, Snape'a i nie tylko (każda laleczka sprzedawana osobno) albo kup od razu zestaw, aby stworzyć swój własny czarodziejski świat. Lalki Magical Minis to świetne prezenty dla dzieci i fanów serii. Odkryj czarodziejski świat z lalkami Magical Minis!  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/wizarding-world-harry-potter-snape-lalka-3-7024046.jpg
105;1;"Wizarding World, Harry Potter, Harry i Cho, zestaw dwóch lalek 3""";Lalki/Mini lalki i zwierzaki;45.99;Przygody z czarodziejskiego świata czekają na Ciebie razem z zestawem małych laleczek Harry'ego Pottera i Cho Chang Magical Minis. Ten zestaw zabawek ze świata Harry'ego Pottera zawiera dwie 3-calowe lalki bohaterów oraz sowę Hedwigę i niezbędnik do wysyłania listów. Wszystkie są ruchome i posiadają szczegółowe detale, które ożywiają ukochane postaci. Posiadają strój z Hogwartu i trzymają różdżki. Możesz ruszać ich rękoma i udawać, że rzucają zaklęcia. Dzięki kopercie możesz pomóc Hedwidze dostarczyć list! Zestaw Przyjaźni Magical Minis to doskonały sposób, aby pobudzić wyobraźnię i chęć do zabawy. Przemierzaj sale zamku Hogwart (sprzedawanego osobno) z Harry'm i Cho. Zbierz wszystkie zestawy, lalki i lokacje (sprzedawane osobno), aby stworzyć własny czarodziejski świat. Przedmioty kolekcjonerskie Magical Minis ze świata Harry'ego Pottera i Zestawy Przyjaźni to wspaniałe podarunku dla dzieci od 5. roku życia. Twórz własne, magiczne historie, dzięki zestawowi Małych Lalek z Harrym Potterem i Cho Chang.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/wizarding-world-harry-potter-harry-i-cho-zestaw-dwoch-lalek-3-6974629.jpg
106;1;Smoby, Maxi-Cosi Quinny, krzesełko do karmienia, fotelik i huśtawka;Lalki/Akcesoria dla lalek;172.99;Smoby - Maxi-Cosi Quinny. Wysokie krzesełko ze stolikiem, huśtawką oraz fotelikiem. Dla lalek do 42 cm (brak lalki w zestawie).  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/smoby-maxi-cosi-quinny-krzeselko-do-karmienia-fotelik-i-hustawka-6982913.jpg
107;1;Bayer Design, nosidełko dla lalki, Jednorożec;Lalki/Akcesoria dla lalek;93.99;Nowoczesne nosidełko jest idealne dla pluszowych zabawek lub lalek do 46 cm.  Lalkę można nosić zarówno z przodu, jak i z tyłu.  Dzięki miękkim, szerokim pasom naramiennym oraz szerokiemu pasowi biodrowemu, który można indywidualnie regulować, ukochanego maluszka można nosić długo i wygodnie.  Zintegrowane siedzisko po wewnętrznej stronie nosidełka zapewnia dodatkowe podparcie dla lalki.  Wymiary zabawki:  31 x 1 x 32,5 cm.  Wiek:  3+.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/bayer-design-nosidelko-dla-lalki-jednorozec-6806396.jpg
108;1;L.O.L. Surprise, OMG Sports Doll, Court Cutie, lalka modowa;Lalki/Lalki celebrytki;99.99;"Lalka O.M.G. Sports Court Cutie jest modową lalką ubraną w sportowym stylu. Zestaw zawiera odjazdowy pakiet akcesoriów, które pozwalają stylizować piękność o ciemnym kręconych włosach. Court Cutie jest najwyższej klasy tenisistką, która wygrywa każdy międzyszkolny mecz. Dziewczyna ma jednak ambitniejsze plany - chciałaby zadebiutować na zawodach krajowych. Ślicznotka ma swoją szczęśliwą rakietę tenisową, którą zabiera na codzienne treningi ze swoim instruktorem. Let's go serve &amp; volley! Zostaniesz partnerką Court Cutie? Czy można zachować styl, uprawiając sport? Tylko spójrzcie na Court Cutie! Ubrana w biało-różowy strój do tenisa i czapkę z daszkiem chroniącą przed słońcem wygląda jak gwiazda z okładki magazynu sportowego. Ta millennial girl ma turkusową opalizującą kurteczkę, by okryć się podczas przerwy w meczu. Na co dzień nosi buty na grubej podeszwie. Zawartość zestawu:  lalka OMG stojak dla lalki modne ubranie sportowe kurtka para butów szczotka do włosów rakieta do tenisa para kolczyków frotka czapka z daszkiem torebka na ramię magazyn dla lalki plakat dla lalki oraz wiele innych niespodzianek! Specyfikacja:  Lalka ma ruchome ręce, nogi oraz głowę Wysokość lalki:  23 cm Wymiary opakowania:  30x25,5x7 cm Waga:  0,45 kg Wiek:  4+  ";https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-omg-sports-doll-court-cutie-lalka-modowa-7331441.jpg
109;1;L.O.L. Surprise, Tweens, Masquerade, Royal Heartbreaker, lalka modowa;Lalki/Lalki celebrytki;99.99;Tweens idą na bal przebierańców! Tematyka zachęca do odgrywania ról Charakterystyka produktów:  1 modowa lalka, przegubowa i łatwa do ustawienia w róznych pozycjach 20 niespodzianek, efektowny strój, buty, akcesoria, stojak na lalkę i nie tylko! W tej serii znajdziesz 4 nowe postaci do zebrania, w tym:  Curious Sir:  #584131 Royal Heartbreaker:  #584124 Misschievious:  #584117 Miss Hops:  #584100  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-tweens-masquerade-royal-heartbreaker-lalka-modowa-7339866.jpg
110;1;Wizarding World, różdżka Harrego Pottera z figurką Patronusa;Lalki/Mini lalki i zwierzaki;149.99;Wizarding World Różdżka Harrego z figurką Patronusa Opanuj zaklęcie Expecto Patronum z pomocą różdżki Wizarding World Harry Potter zaklęcie Patronus! Ta 13-calowa różdżka Harry'ego Pottera zawiera 6-calową figurkę Patronusa - jelenia, która reaguje na ruchy różdżki za pomocą świateł i dźwięków! Aby rozpocząć ćwiczenia rzucania zaklęć, naciśnij przycisk zasilania, aby aktywować różdżkę. Następnie przytrzymaj ją pionowo, aby zwiększyć jej moc. Po osiągnięciu pożądanego poziomu, opuść różdżkę, skieruj ją na Patronusa, zwolnij przycisk i rzuć zaklęcie. Expecto Patronum! Jeśli wykonasz zaklęcie poprawnie, Patronus - pod postacią jelenia - będzie świecił i wydawał czarujące dźwięki! Aby Patronus dłużej pilnował Twojego pokoju, włącz tryb oświetlenia nocnego. Po prostu przesuń różdżkę trzy razy w dół i w górę, zanim rzucisz pełne mocy zaklęcie. Różdżka Patronus to niezbędny gadżet dla fanów Harry'ego Pottera i doskonały sposób na pobudzenie wyobraźni przez ekscytującą zabawę. Aby jeszcze urozmaicić sobie doświadczenie w czarodziejskim świecie, poszukaj różdżki Patronus Hermiony Granger (sprzedawanej osobno)! Ta czarująca kolekcja zabawek ze świata Harry'ego Pottera to świetny prezent dla dzieci w wieku od lat 6. Figurka Patronusa wymaga 3 baterii AAA (brak w zestawie). Różdżka zawiera 3 baterie LR44. Wyczaruj idealne zaklęcie Expecto Patronum dzięki różdżce Wizarding World Harry'ego Pottera! Dodatkowe informacje:  Licencja:  Harry Potter Rodzaj:  Bajkowe Wymagania wiekowe:  od 6 lat Płeć:  chłopcy, dziewczynki Produkt na baterie:  Tak Zasilanie:  Baterie/akumulatory AAA Zasilanie:  Bateria LR44 Wymiary opakowania:  30.48 x 30.48 x 8.13 cm  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/wizarding-world-rozdzka-harrego-pottera-z-figurka-patronusa-7100394.jpg
111;1;Simba, Evi z kotkami, lalka;Lalki/Mini lalki i zwierzaki;25.49;Evi w sukience, z figurką kotka i butelką do karmienia. Miks wzorów, towar wysyłany losowo. Laleczka występuje w dwóch wersjach kolorystycznych:  żółto-różowa sukienka z kotkiem i seledynowo-fioletowa sukienka z kotkiem. Wysokość:  12 cm  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/simba-evi-z-kotkami-lalka-7358254.jpg
112;1;Barbie, Klub opiekunek, zestaw z lalką Skipper, figurkami i akcesoriami;Lalki/Lalki celebrytki;205.0;"Wciel się w rolę niani z zestawem Barbie Skipper Opieka nad maluszkami z linii Klub Opiekunek!  W zestawie jest lalka opiekunka Skipper, 2 lalki niemowlaki, łóżeczko z przewijakiem i ponad 15 akcesoriów! Posadź lalkę dziecko w bujaczku, wkładając ją w uchwyt, i naciśnij górę bujaczka, aby pohuśtać malucha - możesz też zawiesić dwie zabawki na pałąku! Ustaw karuzelkę na łóżeczku, gdy maluch idzie spać, albo postaw ją na kocu na podłodze, gdy nadejdzie czas zabawy - aby urozmaicić, powieś na pałąku dwie pozostałe zabawki! Posadź lalkę dziecko na koniu na biegunach, wkładając ją w uchwyt, a potem rozbujaj zabawkę i ""galopuj"" ku przygodzie! Nakarm i przewiń dziecko, używając akcesoriów takich jak dwie butelki, ""podgrzewacz"" do butelek, pieluchy i ""chusteczki"" - a potem utul je do snu z misiem Maluchy pokochają opiekę nad dziećmi razem z lalką Skipper, 2 uroczymi lalkami dziećmi i mnóstwem akcesoriów do zabawy - to wspaniały prezent z okazji narodzin rodzeństwa Wiek dziecka:  od 3 lat.  ";https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-klub-opiekunek-zestaw-z-lalka-skipper-figurkami-i-akcesoriami-6500978.jpg
113;1;Polly Pocket, Flamingowa myjnia, zestaw z laleczkami i akcesoriami;Lalki/Mini lalki i zwierzaki;105.99;"Zestaw Polly Pocket Pollyville Flamingowa myjnia ma mnóstwo fantastycznych niespodzianek. Odkryj radosną wodną zabawę w myjni, jeżdżąc flamingowym pojazdem przez różne poziomy i ciesząc się funkcją zmiany koloru. Wjedź na górę chmurkową windą, a potem użyj listkowego kubka do polewania dużej chmury wodą, która ""pada"" na samochodzik, zmieniając jego wygląd - fioletowe ""zabrudzenia"" znikają. Potem samochodzik przejeżdża przez obrotowe szczotki, które pucują go do czysta. Na przejażdżkę po myjni może się wybrać lalka oraz tukan lub leniwiec. Popchnij samochodzik w dół kwiatowej zjeżdżalni, aby zobaczyć zakręcony zjazd na niższy poziom. Gdy pojazd trafi na próg zwalniający, wyskoczy element na stacji benzynowej. W dystrybutorze ""paliwa"" jest flamingowy wąż, który można podłączyć do pojazdu. Zapraszamy do kasy i po przekąskę na drogę. W zestawie do zabawy Pollyville Flamingowa myjnia znajdziesz 2 lalki, 2 figurki zwierzątek, 3 akcesoria, 2 listkowe kubeczki i 1 inspirowany flamingiem pojazd z elementem ze zmianą koloru. Kolory i elementy dekoracyjne mogą się różnić. Wspaniały prezent dla dzieci od 4 roku życia, zwłaszcza tych, które uwielbiają motoryzację i wodną zabawę!  ";https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/polly-pocket-flamingowa-myjnia-zestaw-z-laleczkami-i-akcesoriami-7236721.jpg
114;1;Barbie, Wóz strażacki Chelsea, zestaw z lalką;Lalki/Lalki celebrytki;99.99;Dzieci mogą pomóc lalce Chelsea ruszyć na ratunek w wozie strażackim z obracającymi się kółkami, który inspiruje do nieskończonych opowieści.  Możesz od razu ruszyć do akcji z drabiną i wężem strażackim, a potem rozłożyć zestaw, aby odkryć dodatkowe elementy, takie jak umywalka, stanowisko pierwszej pomocy, łóżko piętrowe i nie tylko. Lalka Chelsea (15 cm) ma na sobie uroczy strój strażacki ze zdejmowaną spódniczką, kaskiem i bucikami. Wraz ze szczeniaczkiem jest gotowa do akcji. Spersonalizuj wóz strażacki za pomocą arkusza naklejek i baw się w strażaków dzięki 15 akcesoriom.  Zestaw można łatwo złożyć i schować w nim lalkę oraz akcesoria, aby zabrać je, gdziekolwiek chcesz.  Wspaniały prezent dla dzieci od 3 roku życia.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-woz-strazacki-chelsea-zestaw-z-lalka-7102358.jpg
115;1;Baby Annabell, śpiworek do spania, zestaw dla lalki, 36 cm;Lalki/Akcesoria dla lalek;45.99;Śpiworek do spania dla lalki Baby Annabell, 36 cm, Twoja Annabell bez problemu zaśnie w tym uroczym śpiworku dla niemowląt i wygodnej bluzeczce do spania. Śpiworek ozdobiony jest nadrukiem z motywem owieczki skaczącej po łące. Praktyczne i ładne zapięcia, ułatwią zakładanie i zdejmowanie śpiworka. Idealne dla lalki Baby Annabell 36 cm. Zabawka przeznaczona dla dzieci w wieku:  3+. Zestaw zawiera:  uroczy śpiworek, bluzeczkę z długim rękawem, wieszaczek z kolekcji Baby Annabell.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/baby-annabell-spiworek-do-spania-zestaw-dla-lalki-36-cm-6581175.jpg
116;1;Artyk, Natalia, ubranko dla lalki;Lalki/Akcesoria dla lalek;33.49;Ubranko dla lalki Natalia. W zestawie:  spodenki, sukienka, sweterek. Pasuje na lalkę do 40 cm.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/artyk-natalia-ubranko-dla-lalki-7358252.jpg
117;1;Rainbow High, Vision Shadow High, Mara Pinkett, lalka modowa;Lalki/Lalki celebrytki;179.99;Najlepsze z najlepszych szkół artystycznych z całego świata biorą udział w elitarnym wydarzeniu. Setki kandydatów pokażą swój prawdziwy talent! 3 nowe lalki do przebierania z nowym motywem muzycznym. Lalki ze szkoły Shadow High - zespół Neon Shadow Piękna, w pełni przegubowa lalka do przebierania Długie włosy do czesania plus akcesoria do włosów i grzebień W zestawie:  lalka Mara Pinkett 2 stroje stylistki w zestawie akcesoria modowe (kolczyki, kapelusz / opaska na głowę, buty…) akcesoria pasujące do motywu stojak na lalkę Zbierz wszystkie 3:  Uma Van Hoose, Harley Limestone  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-vision-shadow-high-mara-pinkett-lalka-modowa-7295593.jpg
118;1;Simba, Evi, lalka farmerka z traktorem;Lalki/Mini lalki i zwierzaki;57.99;Evi w roli farmerki, która przemieszcza się na traktorze z przyczepką, laleczka przewodzi baranka oraz belki siana, dołączone widły i łopata, laleczka ubrana w strój tematyczny i kalosze. Wysokość lalki:  12 cm Wiek:  3l+  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/simba-evi-lalka-farmerka-z-traktorem-6982924.jpg
119;1;Mermaze Mermaidz, Theme Doll, Nera, lalka modowa zmieniająca kolor;Lalki/Lalki celebrytki;129.99;Na fali, w toni oceanu, głęboko pod wodą… Płyń za bajecznymi płetwami Mermaze, aby odkryć coś niesamowitego! Czy wiesz, że syreny są takie jak my? Uwielbiają odkrywać nowe miejsca i nawiązywać nowe przyjaźnie! Te syrenki mają wyjątkowe ogony wypełnione wodą i brokatem. Mają też nową, fantastyczną funkcję — zmieniają kolor! Ogon zmienia kolor po zanurzeniu w wodzie! Te syrenki mają również wyjątkowe płetwy i przyjemne w dotyku ubrania! Charakterystyka produktów:  Lalki syrenki do przebierania z miłą w dotyku odzieżą, akcesoriami i nowym ogonem, który zmienia kolor 3 nowe postacie i powrót 2 ulubionych postaci Nowy kształt płetwy Ogon jest wypełniony wodą i brokatem dla zapewnienia hipnotyzującego efektu Ogon zmienia kolor po zanurzeniu w wodzie Unikalny, formowany, ozdobny ogon ma przeguby w talii i przy płetwie Przepiękne szklane oczy Długie, kolorowe włosy, które można czesać Zdejmowana kurtka i top Torebka i biżuteria Stojak na lalkę  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-theme-doll-nera-lalka-modowa-zmieniajaca-kolor-7331448.jpg
120;1;Zapf, Baby Annabell, fotelik;Lalki/Akcesoria dla lalek;115.99;Kiedy mama i tata wychodzą z Baby Annabell, lubią zajmować wygodne miejsca.   Uchwyt w kształcie litery Z sprawia, że fotelik jest szczególnie łatwy do przenoszenia.   Kiedy nadszedł czas na małą przerwę nad stawem w parku, uchwyt można łatwo złożyć, aby zamienić wygodne siedzenie w zwykłe siedzenie.   Materiał pokryty jest motywami stawowymi, takimi jak ważki i lilie wodne. Jeśli maluch zmęczy się, gdy jest poza domem, jest to super wygodne miejsce do drzemki.   Podczas podróży samochodem pas bezpieczeństwa jest po prostu przeciągany przez wgłębienia po bokach, aby zapewnić bezpieczeństwo Baby Annabell.  Dodatkowe informacje:  Nr katalogowy:  703120-116720  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/zapf-baby-annabell-fotelik-7223417.jpg
121;1;Bigtoys, ubranie dla lalki, zestaw z akcesoriami;Lalki/Akcesoria dla lalek;23.49;Ubierz swoją lalkę z zestawem akcesoriów. Zawartość zestawu:  sukienka 3 pary pantofli 2 torebki okulary szczotka opaska naszyjnik aparat Wymiary opakowania:  25x27x3 cm<br>Wiek:  3+  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/bigtoys-ubranie-dla-lalki-zestaw-z-akcesoriami-7358099.jpg
122;1;Disney Princess, Księżniczka Roszpunka, lalka;Lalki/Lalki celebrytki;60.49;Lalka Księżniczka Roszpunka z serii Disney Princess Księżniczka Roszpunka błyszczy w swojej pięknej sukience w charakterystycznych dla niej kolorach oraz zupełnie nowym, odmienionym topie ze zdobieniami przypominającymi klejnoty! W zestawie znajduje się również opaska oraz buciki. Wiek dziecka:  od 3 lat.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/disney-princess-ksiezniczka-roszpunka-lalka-6958295.jpg
123;1;Cry Babies, Magic Tears, Tutti Frutti, laleczka, 1 szt.;Lalki/Mini lalki i zwierzaki;86.49; Cry Baby, Magic Tears Tutti Frutti to pachnące owocami lalki  wybrane akcesoria także są pachnące (buteleczka)  lalki płaczą kolorowymi łzami w postaci żelu  nowe, większe opakowanie w kształcie napoju owocowego ze słomką  przykrywka opakowania posiada żel z brokatem, co imituje prawdziwy napój  zestaw zawiera 8 akcesoriów  przykładowe akcesoria:    okulary   śliniak   miseczka   przykrywka ze smoczkiem   klapki/buty   łyżka   buteleczka   smoczek    Uwaga! Produkt występuje w wielu wariantach. Wysyłka losowa, bez możliwości wyboru wariantu.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/cry-babies-magic-tears-tutti-frutti-laleczka-1-szt-6909586.jpg
124;1;Evi Love, lalka z kucykiem;Lalki/Mini lalki i zwierzaki;33.49;Evi w stroju dżokejskim, z kucykiem. Wysokość lalki:  12 cm. Dla dzieci w wieku 3+. Uwaga! Produkt wysyłany losowo.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/evi-love-lalka-z-kucykiem-3759983.jpg
125;1;Enchantimals, Miejski domek z kawiarenką, zestaw z lalką i akcesoriami;Lalki/Lalki celebrytki;199.99;"Dzięki temu zestawowi do zabawy Enchantimals Miejski domek z kawiarenką możesz bawić się w wielkim stylu! Zestaw o wysokości 70 cm ma 6 obszarów zabawy i ponad 15 akcesoriów, zapewniając mnóstwo możliwości wymyślania magicznych opowieści. Znajdziesz tu też lalkę Palmer Pomeranian (15 cm) i jej pieska Pommy. Odkryj 3 poziomy zabawy:  kawiarenkę z patio, salon z kuchnią, sypialnię oraz ""basen"" na dachu. W domku są też balkon, schody przeciwpożarowe i otwierane drzwi (z klapką dla pieska Pommy). Wśród akcesoriów są łóżko, kanapa, lodówka, ""napoje"", ""desery"" i nie tylko, więc masz wszystko, czego potrzebujesz, aby wraz z przyjaciółmi Enchantimals wygodnie mieszkać i bawić się w mieście. Kolory i elementy dekoracyjne mogą się różnić. Wspaniały prezent dla dzieci od 4 roku życia, który zachęca do zabawy z wyobraźnią.  ";https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-miejski-domek-z-kawiarenka-zestaw-z-lalka-i-akcesoriami-7236718.jpg
126;1;Hipo, zestaw dla lalek, nocnik, pielucha, butelka;Lalki/Akcesoria dla lalek;27.49;Zestaw akcesoriów dla lalek, zawiera niezbędne przybory dla niemowlaka. W komplecie znajduje się 1 pieluszka, miękkie i chłonna wyglądem przypominają prawdziwego pampersa. Nocnik i butelka z magicznym jedzeniem dla lalki zawsze będzie w pogotowiu – podczas przechylania, płyn wewnątrz butelki znika. Po ustawieniu jej w pozycji pionowej, w magiczny sposób pojawia się z powrotem. Wymiary opakowania:  25x18x13 cm. Wiek:  3+.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/hipo-zestaw-dla-lalek-nocnik-pielucha-butelka-7276211.jpg
127;1;Barbie, Color Reveal, Neon Tie-Dye, lalka Chelsea, 1 szt.;Lalki/Lalki celebrytki;49.99;Chelsea i jej przyjaciele zachęcają najmłodszych do odkrywania świata. Ta urocza lalka Chelsea ma w zestawie wózek inwalidzki z realistycznymi detalami i obracającymi się kółkami. Rampa zapewnia łatwy dostęp i realistyczną zabawę, a arkusz naklejek pozwala dzieciom spersonalizować wózek i rampę. Lalka Chelsea ma na sobie koszulkę ze szczeniaczkiem (wbudowaną) i zdejmowaną spódniczkę z uroczym nadrukiem, a do tego modne białe buciki i okulary przeciwsłoneczne w kształcie serduszek. Kolory i elementy dekoracyjne mogą się różnić. Lalki Barbie Chelsea są doskonałym prezentem dla dzieci od 3 roku życia. Dzieci mogą zebrać je wszystkie, aby znaleźć jeszcze więcej inspiracji do różnorodnych opowieści.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-color-reveal-neon-tie-dye-lalka-chelsea-1-szt-7236727.jpg
128;1;Adar, zestaw dla lalki;Lalki/Akcesoria dla lalek;17.49;Zestaw dla lalki, pasujący dla lalek ADAR Zawiera:  2 buteleczki z mlekiem oraz smoczek Wymiary opakowania:  21x16,5x4 cm Wiek:  3+  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/adar-zestaw-dla-lalki-7131015.jpg
129;1;Barbie, Color Reveal, Kolorowa niespodzianka, seria Słońce i deszcz, lalka i akcesoria, 1 szt.;Lalki/Lalki celebrytki;89.99;Zestawy Barbie Color Reveal Barbie z lalką z serii Słońce i deszcz dostarczą dzieciom mnóstwo radości podczas odkrywania aż 7 niespodzianek! Zabawa zaczyna się już przy otwieraniu opakowania:  otwórz tubkę i wyjmij lalkę Barbie® pokrytą farbką Color Reveal™ z nadrukiem chmurek oraz 4 torebki-niespodzianki z ukrytą zawartością. Wypełnij tubkę ciepłą wodą, włóż lalkę do środka i poruszaj nią – woda zmieni kolor na jasnoniebieski, dając magiczny efekt! Wyjmij lalkę, by sprawdzić, jak wygląda – każda lalka Barbie® ma długie pastelowe włosy z błyszczącymi pasemkami i gorset ozdobiony kropelkami deszczu lub kwiatami. Otwórz 4 torebki-niespodzianki, w których znajdziesz winylowy płaszcz przeciwdeszczowy w pastelowym odcieniu, winylowy kapelusz lub opaskę do włosów, parę kaloszy i szczotkę do włosów. Po zabawie przechowuj je w tubce. Użyj zimnej lub ciepłej wody, aby zmienić kolor ust i cienia do powiek Barbie® – tę niesamowitą transformację można powtarzać wiele razy! Znajdź też rzadką lalkę Barbie Color Reveal z serii Słońce i deszcz z brzoskwiniowymi włosami i zwierzątkiem Color Reveal. Zbierz wszystkie lalki, aby dowolnie wymieniać akcesoria i poszerzać możliwości zabawy. Doskonały prezent dla dzieci od 3 roku życia. UWAGA:  Wysyłka losowa.  ;https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-color-reveal-kolorowa-niespodzianka-seria-slonce-i-deszcz-lalka-i-akcesoria-1-szt-7236729.jpg
