name,brand,price,url,image_url
"Barbie, Extra Moda, lalka z pieskiem #2",Barbie,"69,99",/p/barbie-extra-moda-lalka-z-pieskiem-2-i6868753,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-z-pieskiem-2-6868753.jpg
"Barbie, Kemping Malibu, zestaw z lalką i akcesoriami",Barbie,"79,99",/p/barbie-kemping-malibu-zestaw-z-lalka-i-akcesoriami-i7102354,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kemping-malibu-zestaw-z-lalka-i-akcesoriami-7102354.jpg
"Barbie, Totally Hair, Gwiazdki, lalka z akcesoriami",Barbie,"94,99",/p/barbie-totally-hair-gwiazdki-lalka-z-akcesoriami-i7252529,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-totally-hair-gwiazdki-lalka-z-akcesoriami-7252529.jpg
"Barbie, Syrenka Brooklyn, lalka filmowa",Barbie,"99,99",/p/barbie-syrenka-brooklyn-lalka-filmowa-i7271931,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-syrenka-brooklyn-lalka-filmowa-7271931.jpg
"Mermaze Mermaidz, Theme Doll, Harmonique, lalka modowa zmieniająca kolor",Mermaze Mermaidz,"149,99",/p/mermaze-mermaidz-theme-doll-harmonique-lalka-modowa-zmieniajaca-kolor-i7331447,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-theme-doll-harmonique-lalka-modowa-zmieniajaca-kolor-7331447.jpg
"Barbie Extra, lalka deluxe z akcesoriami",Barbie Extra,"99,99",/p/barbie-extra-lalka-deluxe-z-akcesoriami-i7358432,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-lalka-deluxe-z-akcesoriami-7358432.jpg
"Barbie, Totally Hair, Kwiaty, lalka z akcesoriami",Barbie,"94,99",/p/barbie-totally-hair-kwiaty-lalka-z-akcesoriami-i7252528,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-totally-hair-kwiaty-lalka-z-akcesoriami-7252528.jpg
"Barbie, Motorówka, zestaw do zabawy z lalką",Barbie,"89,99",/p/barbie-motorowka-zestaw-do-zabawy-z-lalka-i6882164,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-motorowka-zestaw-do-zabawy-z-lalka-6882164.jpg
"Barbie, Kemping, Skipper i zwierzątko, zestaw z lalką i akcesoriami",Barbie,"54,99",/p/barbie-kemping-skipper-i-zwierzatko-zestaw-z-lalka-i-akcesoriami-i7106865,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kemping-skipper-i-zwierzatko-zestaw-z-lalka-i-akcesoriami-7106865.jpg
"Barbie, Extra Moda, lalka z akcesoriami, #17",Barbie,"109,99",/p/barbie-extra-moda-lalka-z-akcesoriami-17-i7276353,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-z-akcesoriami-17-7276353.jpg
"Mermaze Mermaidz, Syrenka Shellnelle, lalka modowa zmieniająca kolor, blue",Mermaze Mermaidz,"119,99",/p/mermaze-mermaidz-syrenka-shellnelle-lalka-modowa-zmieniajaca-kolor-blue-i7185919,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-syrenka-shellnelle-lalka-modowa-zmieniajaca-kolor-blue-7185919.jpg
"L.O.L. Surprise, O.M.G., Sports Doll, Kicks Babe, lalka modowa",L.O.L. Surprise,"119,99",/p/lol-surprise-omg-sports-doll-kicks-babe-lalka-modowa-i7353224,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-omg-sports-doll-kicks-babe-lalka-modowa-7353224.jpg
"Barbie, Color Reveal, Neon Tie-Dye, lalka Chelsea, 1 szt.",Barbie,"49,99",/p/barbie-color-reveal-neon-tie-dye-lalka-chelsea-1-szt-i7236727,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-color-reveal-neon-tie-dye-lalka-chelsea-1-szt-7236727.jpg
"Rainbow High, Vision Shadow High, Uma Van Hoose, lalka modowa",Rainbow High,"189,99",/p/rainbow-high-vision-shadow-high-uma-van-hoose-lalka-modowa-i7295594,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-vision-shadow-high-uma-van-hoose-lalka-modowa-7295594.jpg
"Miraculous: Biedronka i Czarny Kot, Biedronka, lalka",Miraculous: Biedronka i Czarny Kot,"97,49",/p/miraculous-biedronka-i-czarny-kot-biedronka-lalka-i6867490,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/miraculous-biedronka-i-czarny-kot-biedronka-lalka-6867490.jpg
"Enchantimals, Plac zabaw przyjaciół, zestaw z lalkami",Enchantimals,"124,99",/p/enchantimals-plac-zabaw-przyjaciol-zestaw-z-lalkami-i7236717,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-plac-zabaw-przyjaciol-zestaw-z-lalkami-7236717.jpg
"Barbie, Extra Fancy, lalka w stroju w misie",Barbie,"129,99",/p/barbie-extra-fancy-lalka-w-stroju-w-misie-i7271929,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-fancy-lalka-w-stroju-w-misie-7271929.jpg
"Barbie, Extra Fancy, lalka w stroju w kwiaty",Barbie,"129,99",/p/barbie-extra-fancy-lalka-w-stroju-w-kwiaty-i7271932,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-fancy-lalka-w-stroju-w-kwiaty-7271932.jpg
"Rainbow High, Twins, Laurel & Holly De’Vious, lalki modowe, 2 szt.",Rainbow High,"209,00",/p/rainbow-high-twins-laurel--holly-devious-lalki-modowe-2-szt-i6981407,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-twins-laurel--holly-devious-lalki-modowe-2-szt-6981407.png
"Barbie, Garderoba, zestaw akcesoriów bez lalki",Barbie,"351,00",/p/barbie-garderoba-zestaw-akcesoriow-bez-lalki-i7236712,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-garderoba-zestaw-akcesoriow-bez-lalki-7236712.jpg
"L.O.L. Surprise, O.M.G., Sports Doll, Skate Boss, lalka modowa",L.O.L. Surprise,"119,99",/p/lol-surprise-omg-sports-doll-skate-boss-lalka-modowa-i7353223,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-omg-sports-doll-skate-boss-lalka-modowa-7353223.jpg
"Barbie Fashionistas, Modna przyjaciółka, lalka #188",Barbie Fashionistas,"29,99",/p/barbie-fashionistas-modna-przyjaciolka-lalka-188-i7193056,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-fashionistas-modna-przyjaciolka-lalka-188-7193056.jpg
"Barbie, Kalendarz adwentowy Barbie Dreamtopia, zestaw z lalką i akcesoriami",Barbie,"164,99",/p/barbie-kalendarz-adwentowy-barbie-dreamtopia-zestaw-z-lalka-i-akcesoriami-i7272556,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kalendarz-adwentowy-barbie-dreamtopia-zestaw-z-lalka-i-akcesoriami-7272556.jpg
"Enchantimals, Królewska toaletka i lalka Fabrina Fox, zestaw z akcesoriami",Enchantimals,"49,99",/p/enchantimals-krolewska-toaletka-i-lalka-fabrina-fox-zestaw-z-akcesoriami-i7287863,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-krolewska-toaletka-i-lalka-fabrina-fox-zestaw-z-akcesoriami-7287863.jpg
"Steffi na spacerze z psami, lalka, 29 cm",Steffi na spacerze z psami,"49,99",/p/steffi-na-spacerze-z-psami-lalka-29-cm-i6406463,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/steffi-na-spacerze-z-psami-lalka-29-cm-6406463.jpg
"Rainbow High, Karma Nichols, lalka modowa",Rainbow High,"132,99",/p/rainbow-high-karma-nichols-lalka-modowa-i6857333,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-karma-nichols-lalka-modowa-6857333.jpg
"Barbie, Dreamtopia, Długie włosy, lalka księżniczka",Barbie,"59,99",/p/barbie-dreamtopia-dlugie-wlosy-lalka-ksiezniczka-i6867859,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-dreamtopia-dlugie-wlosy-lalka-ksiezniczka-6867859.jpg
"Disney Princess, Księżniczka Bella, lalka",Disney Princess,"54,99",/p/disney-princess-ksiezniczka-bella-lalka-i6958293,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/disney-princess-ksiezniczka-bella-lalka-6958293.jpg
"Dream Ella, Splash Swim, DreamElla, lalka, 30 cm, Teal",Dream Ella,"19,99",/p/dream-ella-splash-swim-dreamella-lalka-30-cm-teal-i7134484,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/dream-ella-splash-swim-dreamella-lalka-30-cm-teal-7134484.jpg
"L.O.L. Surprise OMG Sports Doll S3, Court Cutie, laleczka modowa",L.O.L. Surprise OMG Sports Doll S3,"119,99",/p/lol-surprise-omg-sports-doll-s3-court-cutie-laleczka-modowa-i7331441,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-omg-sports-doll-s3-court-cutie-laleczka-modowa-7331441.jpg
"Barbie, Kalendarz adwentowy, Styl i szyk, zestaw z lalką i akcesoriami",Barbie,"163,99",/p/barbie-kalendarz-adwentowy-styl-i-szyk-zestaw-z-lalka-i-akcesoriami-i7013895,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kalendarz-adwentowy-styl-i-szyk-zestaw-z-lalka-i-akcesoriami-7013895.jpg
"Barbie, Extra Moda, lalka ze zwierzątkiem #13",Barbie,"73,99",/p/barbie-extra-moda-lalka-ze-zwierzatkiem-13-i7106853,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-ze-zwierzatkiem-13-7106853.jpg
"Steffi, lalka w bliźniaczej ciąży, 2 bobasy, komoda i akcesoria, zestaw",Steffi,"71,99",/p/steffi-lalka-w-blizniaczej-ciazy-2-bobasy-komoda-i-akcesoria-zestaw-i6430632,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/steffi-lalka-w-blizniaczej-ciazy-2-bobasy-komoda-i-akcesoria-zestaw-6430632.png
"Enchantimals, Royal Braylee & Bannon, zestaw 2 figurek z akcesoriami",Enchantimals,"65,99",/p/enchantimals-royal-braylee--bannon-zestaw-2-figurek-z-akcesoriami-i6995402,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-royal-braylee--bannon-zestaw-2-figurek-z-akcesoriami-6995402.jpg
"Barbie, Kamper Marzeń, auto bez lalek",Barbie,"409,99",/p/barbie-kamper-marzen-auto-bez-lalek-i7102366,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kamper-marzen-auto-bez-lalek-7102366.jpg
"Mermaze Mermaidz, Syrenka, lalka modowa zmieniająca kolor, teal",Mermaze Mermaidz,"219,99",/p/mermaze-mermaidz-syrenka-lalka-modowa-zmieniajaca-kolor-teal-i7237281,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-syrenka-lalka-modowa-zmieniajaca-kolor-teal-7237281.jpg
"Mermaze Mermaidz, Syrenka Orra, lalka modowa, zmieniająca kolor",Mermaze Mermaidz,"159,99",/p/mermaze-mermaidz-syrenka-orra-lalka-modowa-zmieniajaca-kolor-i7102074,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-syrenka-orra-lalka-modowa-zmieniajaca-kolor-7102074.jpg
"Barbie Fashionistas, Modna przyjaciółka, lalka #189",Barbie Fashionistas,"29,99",/p/barbie-fashionistas-modna-przyjaciolka-lalka-189-i7193083,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-fashionistas-modna-przyjaciolka-lalka-189-7193083.jpg
"Barbie, Extra Moda, lalka z akcesoriami, #16",Barbie,"117,99",/p/barbie-extra-moda-lalka-z-akcesoriami-16-i7276341,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-z-akcesoriami-16-7276341.jpg
"Mermaze Mermaidz, Theme Doll, Nera, lalka modowa zmieniająca kolor",Mermaze Mermaidz,"149,99",/p/mermaze-mermaidz-theme-doll-nera-lalka-modowa-zmieniajaca-kolor-i7331448,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-theme-doll-nera-lalka-modowa-zmieniajaca-kolor-7331448.jpg
"L.O.L. Surprise, Tweens, Masquerade, Curious Sir, lalka modowa",L.O.L. Surprise,"99,99",/p/lol-surprise-tweens-masquerade-curious-sir-lalka-modowa-i7339867,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-tweens-masquerade-curious-sir-lalka-modowa-7339867.jpg
"Barbie, kabriolet, pojazd zdalnie sterowany, biały",Barbie,"299,99",/p/barbie-kabriolet-pojazd-zdalnie-sterowany-bialy-i7344959,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kabriolet-pojazd-zdalnie-sterowany-bialy-7344959.jpg
"Barbie, Ken Pan Młody, lalka z akcesoriami",Barbie,"96,49",/p/barbie-ken-pan-mlody-lalka-z-akcesoriami-i6869632,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-ken-pan-mlody-lalka-z-akcesoriami-6869632.jpg
"Barbie, Extra Moda, lalka ze zwierzątkiem #9",Barbie,"78,99",/p/barbie-extra-moda-lalka-ze-zwierzatkiem-9-i7090448,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-ze-zwierzatkiem-9-7090448.jpg
"Dream Ella, Splash Swim, Aria, lalka, 30 cm, Purple",Dream Ella,"19,99",/p/dream-ella-splash-swim-aria-lalka-30-cm-purple-i7134483,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/dream-ella-splash-swim-aria-lalka-30-cm-purple-7134483.jpg
"Mermaze Mermaidz, Theme Doll, Gwen, lalka modowa zmieniająca kolor",Mermaze Mermaidz,"149,99",/p/mermaze-mermaidz-theme-doll-gwen-lalka-modowa-zmieniajaca-kolor-i7331450,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mermaze-mermaidz-theme-doll-gwen-lalka-modowa-zmieniajaca-kolor-7331450.jpg
"Rainbow High, Pacific Coast, Phaedra Westward, lalka modowa",Rainbow High,"157,99",/p/rainbow-high-pacific-coast-phaedra-westward-lalka-modowa-i7128298,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-pacific-coast-phaedra-westward-lalka-modowa-7128298.jpg
"Dream Ella, Splash Swim, Yasmin, lalka, 30 cm, Pink",Dream Ella,"19,99",/p/dream-ella-splash-swim-yasmin-lalka-30-cm-pink-i7134471,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/dream-ella-splash-swim-yasmin-lalka-30-cm-pink-7134471.jpg
"Barbie, Extra Moda, lalka z akcesoriami, #15",Barbie,"94,99",/p/barbie-extra-moda-lalka-z-akcesoriami-15-i7276346,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-z-akcesoriami-15-7276346.jpg
"Miraculous: Biedronka i Czarny Kot, Czarny Kot, lalka",Miraculous: Biedronka i Czarny Kot,"97,49",/p/miraculous-biedronka-i-czarny-kot-czarny-kot-lalka-i6867491,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/miraculous-biedronka-i-czarny-kot-czarny-kot-lalka-6867491.jpg
"Miraculous: Biedronka i Czarny Kot, Czarny Kot, zestaw do odgrywania ról",Miraculous: Biedronka i Czarny Kot,"87,99",/p/miraculous-biedronka-i-czarny-kot-czarny-kot-zestaw-do-odgrywania-rol-i7067579,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/miraculous-biedronka-i-czarny-kot-czarny-kot-zestaw-do-odgrywania-rol-7067579.jpg
"L.O.L. Surprise, O.M.G. Remix Rock, Fame Queen i syntezator Keytar, laleczka z instrumentem",L.O.L. Surprise,"99,99",/p/lol-surprise-omg-remix-rock-fame-queen-i-syntezator-keytar-laleczka-z-instrumentem-i7069985,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/lol-surprise-omg-remix-rock-fame-queen-i-syntezator-keytar-laleczka-z-instrumentem-7069985.jpg
"Enchantimals, Rodzina Ottavia Otter - Wydry, zestaw z lalkami i zwierzątkami",Enchantimals,"89,99",/p/enchantimals-rodzina-ottavia-otter---wydry-zestaw-z-lalkami-i-zwierzatkami-i7120934,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-rodzina-ottavia-otter---wydry-zestaw-z-lalkami-i-zwierzatkami-7120934.jpg
"InfluHeroes, Miss Aga, lalka",InfluHeroes,"58,49",/p/influheroes-miss-aga-lalka-i7140379,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/influheroes-miss-aga-lalka-7140379.jpg
"Barbie, Panna Młoda, lalka",Barbie,"79,99",/p/barbie-panna-mloda-lalka-i5748173,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-panna-mloda-lalka-5748173.jpg
"Barbie, Foodtruck, zestaw do zabawy bez lalki",Barbie,"129,99",/p/barbie-foodtruck-zestaw-do-zabawy-bez-lalki-i6715953,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-foodtruck-zestaw-do-zabawy-bez-lalki-6715953.jpg
"Wizarding World, Harry Potter, Luna, lalka 8""",Wizarding World,"65,99",/p/wizarding-world-harry-potter-luna-lalka-8-i6974628,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/wizarding-world-harry-potter-luna-lalka-8-6974628.jpg
"Barbie, Farma radosnych kurek, zestaw z lalką i akcesoriami",Barbie,"289,00",/p/barbie-farma-radosnych-kurek-zestaw-z-lalka-i-akcesoriami-i7236711,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-farma-radosnych-kurek-zestaw-z-lalka-i-akcesoriami-7236711.jpg
"Barbie, Totally Hair, Serca, lalka z akcesoriami",Barbie,"94,99",/p/barbie-totally-hair-serca-lalka-z-akcesoriami-i7252530,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-totally-hair-serca-lalka-z-akcesoriami-7252530.jpg
"Evi Love, psia opiekunka, lalka, 12 cm",Evi Love,"33,49",/p/evi-love-psia-opiekunka-lalka-12-cm-i6089172,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/evi-love-psia-opiekunka-lalka-12-cm-6089172.jpg
"Disney Princess, Księżniczka Jaśmina, lalka",Disney Princess,"59,99",/p/disney-princess-ksiezniczka-jasmina-lalka-i6989555,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/disney-princess-ksiezniczka-jasmina-lalka-6989555.jpg
"Steffi, lalka w ciąży, zestaw z bobasem i akcesoriami",Steffi,"37,99",/p/steffi-lalka-w-ciazy-zestaw-z-bobasem-i-akcesoriami-i6406462,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/steffi-lalka-w-ciazy-zestaw-z-bobasem-i-akcesoriami-6406462.jpg
"Barbie, Fashionistas, Lalka na wózku, blondynka",Barbie,"107,99",/p/barbie-fashionistas-lalka-na-wozku-blondynka-i6858027,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-fashionistas-lalka-na-wozku-blondynka-6858027.jpg
"Simba, Kevin, lalka, 1 szt.",Simba,"31,99",/p/simba-kevin-lalka-1-szt-i4641463,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/simba-kevin-lalka-1-szt-4641463.jpg
"Rainbow High, RockStar, Vanessa Nova, lalka modowa",Rainbow High,"220,00",/p/rainbow-high-rockstar-vanessa-nova-lalka-modowa-i7080364,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-rockstar-vanessa-nova-lalka-modowa-7080364.jpg
"InfluHeroes, Martyna Zabawa, lalka",InfluHeroes,"58,49",/p/influheroes-martyna-zabawa-lalka-i7140381,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/influheroes-martyna-zabawa-lalka-7140381.jpg
"Barbie, Totally Hair, Motylki, lalka z akcesoriami",Barbie,"94,99",/p/barbie-totally-hair-motylki-lalka-z-akcesoriami-i7252526,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-totally-hair-motylki-lalka-z-akcesoriami-7252526.jpg
"Rainbow High, Amaya Raine, lalka modowa",Rainbow High,"129,99",/p/rainbow-high-amaya-raine-lalka-modowa-i6857332,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-amaya-raine-lalka-modowa-6857332.jpg
"Barbie, Color Reveal, Kalendarz adwentowy, 1 szt.",Barbie,"204,00",/p/barbie-color-reveal-kalendarz-adwentowy-1-szt-i7236714,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-color-reveal-kalendarz-adwentowy-1-szt-7236714.jpg
"Enchantimals, Salon piękności pudelków, zestaw z lalką i akcesoriami",Enchantimals,"97,49",/p/enchantimals-salon-pieknosci-pudelkow-zestaw-z-lalka-i-akcesoriami-i7236716,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-salon-pieknosci-pudelkow-zestaw-z-lalka-i-akcesoriami-7236716.jpg
"Bigtoys, lalka, zestaw z sukienkami",Bigtoys,"26,49",/p/bigtoys-lalka-zestaw-z-sukienkami-i7350234,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/bigtoys-lalka-zestaw-z-sukienkami-7350234.jpg
"Rainbow High, Salon piękności, zestaw do zabawy",Rainbow High,"177,99",/p/rainbow-high-salon-pieknosci-zestaw-do-zabawy-i6737979,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-salon-pieknosci-zestaw-do-zabawy-6737979.jpg
"Miraculous: Biedronka i Czarny Kot, Ruda Kitka, lalka",Miraculous: Biedronka i Czarny Kot,"97,49",/p/miraculous-biedronka-i-czarny-kot-ruda-kitka-lalka-i6886384,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/miraculous-biedronka-i-czarny-kot-ruda-kitka-lalka-6886384.jpg
Miraculous: Biedronka i Czarny Kot: lalka Marinette i strój Biedronki,Miraculous: Biedronka i Czarny Kot: lalka Marinette i strój Biedronki,"140,99",/p/miraculous-biedronka-i-czarny-kot-lalka-marinette-i-stroj-biedronki-i6867504,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/miraculous-biedronka-i-czarny-kot-lalka-marinette-i-stroj-biedronki-6867504.jpg
"Simba, Steffi Love, Kevin w letnim stroju, lalka, 1 szt.",Simba,"29,99",/p/simba-steffi-love-kevin-w-letnim-stroju-lalka-1-szt-i7083090,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/simba-steffi-love-kevin-w-letnim-stroju-lalka-1-szt-7083090.jpg
"Steffi weterynarz, lalka",Steffi weterynarz,"105,99",/p/steffi-weterynarz-lalka-i6089163,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/steffi-weterynarz-lalka-6089163.jpg
"Mega Creative, lalka z kołyską, 35 cm",Mega Creative,"115,99",/p/mega-creative-lalka-z-kolyska-35-cm-i7339086,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mega-creative-lalka-z-kolyska-35-cm-7339086.jpg
"Wizarding World, Harry Potter, Harry, lalka 8""",Wizarding World,"65,99",/p/wizarding-world-harry-potter-harry-lalka-8-i6974626,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/wizarding-world-harry-potter-harry-lalka-8-6974626.jpg
"Mondo Motors, Barbie, różowy kabriolet zdalnie sterowany",Mondo Motors,"329,99",/p/mondo-motors-barbie-rozowy-kabriolet-zdalnie-sterowany-i6982928,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/mondo-motors-barbie-rozowy-kabriolet-zdalnie-sterowany-6982928.jpg
"Baby Born, lalka siostrzyczka, 36 cm",Baby Born,"197,99",/p/baby-born-lalka-siostrzyczka-36-cm-i7028521,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/baby-born-lalka-siostrzyczka-36-cm-7028521.jpg
"Enchantimals, Rodzina Tinsley Turle - Żółwie, zestaw z lalkami i zwierzątkami",Enchantimals,"79,99",/p/enchantimals-rodzina-tinsley-turle---zolwie-zestaw-z-lalkami-i-zwierzatkami-i7106321,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/enchantimals-rodzina-tinsley-turle---zolwie-zestaw-z-lalkami-i-zwierzatkami-7106321.jpg
"Steffi Love i Evi, lalki na spacerze z psem",Steffi Love i Evi,"65,49",/p/steffi-love-i-evi-lalki-na-spacerze-z-psem-i7236642,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/steffi-love-i-evi-lalki-na-spacerze-z-psem-7236642.jpg
"Rainbow High, Holiday Edition, lalka modowa",Rainbow High,"289,99",/p/rainbow-high-holiday-edition-lalka-modowa-i7237276,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/rainbow-high-holiday-edition-lalka-modowa-7237276.jpg
"Trifox, lalka z jednorożcem",Trifox,"30,99",/p/trifox-lalka-z-jednorozcem-i7308572,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/trifox-lalka-z-jednorozcem-7308572.jpg
"Pro Kids, Barbie, lalka podstawowa",Pro Kids,"38,49",/p/pro-kids-barbie-lalka-podstawowa-i7338166,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/pro-kids-barbie-lalka-podstawowa-7338166.jpg
"Steffi w ciąży, lalki z dźwiękami",Steffi w ciąży,"78,49",/p/steffi-w-ciazy-lalki-z-dzwiekami-i6851175,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/steffi-w-ciazy-lalki-z-dzwiekami-6851175.jpg
"Artyk, Natalia, śpiewająca modnisia, lalka, 36 cm",Artyk,"82,49",/p/artyk-natalia-spiewajaca-modnisia-lalka-36-cm-i7091023,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/artyk-natalia-spiewajaca-modnisia-lalka-36-cm-7091023.jpg
"Barbie, lalka Made to Move, niebieskie ubranko",Barbie,"84,99",/p/barbie-lalka-made-to-move-niebieskie-ubranko-i7106836,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-lalka-made-to-move-niebieskie-ubranko-7106836.jpg
"Adar, lalka, 29 cm",Adar,"29,49",/p/adar-lalka-29-cm-i7129471,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/adar-lalka-29-cm-7129471.jpg
"Simba, Lalka Evi piecze gofry",Simba,"24,99",/p/simba-lalka-evi-piecze-gofry-i7192892,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/simba-lalka-evi-piecze-gofry-7192892.jpg
"Barbie, Extra Moda, lalka z akcesoriami, #18",Barbie,"98,99",/p/barbie-extra-moda-lalka-z-akcesoriami-18-i7276348,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-extra-moda-lalka-z-akcesoriami-18-7276348.jpg
"Barbie, Kariera, Projektantka wnętrz, lalka z akcesoriami",Barbie,"39,99",/p/barbie-kariera-projektantka-wnetrz-lalka-z-akcesoriami-i7278827,https://img.smyk.com/https://beta-cdn.smyk.com/media/product/390/1/barbie-kariera-projektantka-wnetrz-lalka-z-akcesoriami-7278827.jpg
